Unique donor ID,Total donations in 2017,Total donations in 2018,Total donations in 2019,Total donations in 2020,Total donations in 2021,Totan donations in 2022,Total donations in 2023,Amount of first donation,Date of first donation,Was their first donation an automatically-recurring transaction?,Amount of last donation,Date of last donation,Year with the most dollars donated,Highest amount donated in one year
0031Y00005Jo7eRQAR,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,9/8/2018,0,$100.00,9/8/2018,2018,$100.00
0031Y00005CVYPYQA5,$65.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$65.02,7/17/2017,0,$65.02,7/17/2017,2017,$65.02
0031Y00005ioRZsQAM,$0.00,$0.00,$50.00,$66.00,$0.00,$0.00,$0.00,$7.50,5/3/2019,1,$16.50,11/3/2020,2020,$66.00
0031Y00005Jo8BjQAJ,$0.00,$5.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1.00,9/9/2018,0,$1.00,1/19/2019,2018,$5.00
0031Y000054JAZdQAO,$35.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$35.00,4/18/2017,0,$35.00,4/18/2017,2017,$35.00
0031Y00005erc3WQAQ,$0.00,$0.00,$100.00,$120.00,$120.00,$120.00,$110.00,$10.00,4/6/2019,1,$10.00,12/6/2023,2020,$120.00
0031Y00005WXJTFQA5,$0.00,"$8,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00",1/24/2019,0,"$2,000.00",1/24/2019,2018,"$8,000.00"
0031Y00005JoFf6QAF,$0.00,$40.00,$200.00,$240.00,$140.00,$400.00,$0.00,$10.00,9/10/2018,1,$50.00,11/10/2022,2022,$400.00
0031Y00005ioUtAQAU,$0.00,$0.00,"$4,492.00","$4,571.50",$0.00,$0.00,$0.00,"$2,292.00",5/5/2019,0,"$2,371.50",12/22/2020,2020,"$4,571.50"
0031Y00005CVYVqQAP,$16.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$15.56,8/1/2017,0,$15.56,8/1/2017,2017,$15.56
0031Y00005ioVEDQA2,$0.00,$0.00,$11.00,$0.00,$0.00,$0.00,$0.00,$10.00,5/6/2019,0,$1.00,5/6/2019,2019,$11.00
0031Y000054HRRlQAO,$50.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$50.00,6/5/2017,0,$50.00,6/5/2017,2017,$50.00
0031Y00005CVYWOQA5,$13.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$12.96,8/16/2017,0,$12.96,8/16/2017,2017,$12.96
0031Y00005JoJWMQA3,$0.00,$50.00,$90.00,$0.00,$0.00,$0.00,$0.00,$10.00,9/12/2018,1,$10.00,10/28/2019,2019,$90.00
0031Y00005inAOpQAM,$0.00,$0.00,$167.00,$0.00,$0.00,$0.00,$0.00,$27.75,3/21/2019,0,$27.75,3/21/2019,2019,$166.50
0031Y00004lzGDiQAM,$66.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$60.00,7/5/2017,0,$6.00,7/5/2017,2017,$66.00
0031Y000054HRSHQA4,$721.00,"$1,180.00",$0.00,$0.00,$0.00,$0.00,$0.00,$720.85,6/10/2017,0,"$1,180.00",6/19/2018,2018,"$1,180.00"
0031Y00005yTavtQAC,$0.00,$0.00,$20.00,$240.00,$240.00,$100.00,$0.00,$20.00,1/6/2020,1,$20.00,6/6/2022,2020,$240.00
0031Y00005iofkgQAA,$0.00,$0.00,$13.00,$0.00,$0.00,$0.00,$0.00,$6.57,5/3/2019,0,$6.46,5/3/2019,2019,$13.03
0031Y00004wc9FeQAI,$50.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$50.00,11/25/2017,0,$50.00,11/25/2017,2017,$50.00
0031Y000054JAb3QAG,$15.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$15.00,8/1/2017,0,$15.00,8/1/2017,2017,$15.00
0031Y00005WXJYrQAP,$0.00,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$500.00,1/24/2019,0,$500.00,1/24/2019,2018,"$1,000.00"
0031Y00005CVYbtQAH,$7.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6.65,9/4/2017,0,$6.65,9/4/2017,2017,$6.65
0031Y00005JoQ9pQAF,$0.00,$24.00,$0.00,$0.00,$0.00,$0.00,$0.00,$8.00,9/14/2018,0,$8.00,11/13/2018,2018,$24.00
0031Y00005JoQzXQAV,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,9/14/2018,0,$100.00,9/14/2018,2018,$100.00
0031Y00005yZ1Y1QAK,$0.00,$0.00,$10.00,$0.00,$0.00,$0.00,$0.00,$10.00,1/6/2020,0,$10.00,1/6/2020,2019,$10.00
0031Y00005JoRVMQA3,$0.00,$500.00,"$1,200.00","$1,200.00","$1,000.00",$0.00,$500.00,$50.00,9/14/2018,1,$100.00,4/27/2024,2019,"$1,200.00"
0031Y000054HR4LQAW,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$36.27,1/7/2017,0,$36.27,1/7/2017,2016,$36.27
0031Y00005yZXvFQAW,$0.00,$0.00,$5.00,$30.00,$0.00,$0.00,$0.00,$5.00,1/6/2020,1,$5.00,7/6/2020,2020,$30.00
0031Y00005JoSftQAF,$0.00,$20.00,$0.00,$0.00,$0.00,$0.00,$0.00,$20.00,9/14/2018,0,$20.00,9/14/2018,2018,$20.00
0031Y00005CVYfVQAX,$26.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$26.41,10/3/2017,0,$26.41,10/3/2017,2017,$26.41
0031Y000054HRT8QAO,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,7/11/2017,0,$100.00,7/11/2017,2017,$100.00
0031Y00005CVYhRQAX,"$99,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$99,499.50",11/27/2017,0,"$99,499.50",11/27/2017,2017,"$99,499.50"
0031Y00004wcAnTQAU,"$1,999.00","$21,099.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,998.60",11/26/2017,0,"$21,099.00",4/3/2018,2018,"$21,099.00"
0031Y00005yhnncQAA,$0.00,$0.00,$10.00,$0.00,$0.00,$0.00,$0.00,$10.00,1/7/2020,0,$10.00,1/7/2020,2019,$10.00
0031Y000054HRTRQA4,$26.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$26.22,8/3/2017,0,$26.22,8/3/2017,2017,$26.22
0031Y00005iorwBQAQ,$0.00,$0.00,$110.00,$100.00,$0.00,$0.00,$0.00,$100.00,5/12/2019,0,$100.00,5/7/2020,2019,$110.00
0031Y00005JoTfeQAF,$0.00,$825.00,$165.00,$0.00,$0.00,$0.00,$0.00,$165.00,9/16/2018,0,$165.00,2/16/2019,2018,$825.00
0031Y00004lzjFsQAI,$42.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,8/4/2017,0,$5.00,1/30/2018,2017,$42.00
0031Y00004wcBpKQAU,$145.00,$565.00,$45.00,$0.00,$0.00,$0.00,$0.00,$47.43,11/27/2017,0,$45.42,2/26/2019,2018,$564.56
0031Y000054JAcFQAW,$10.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10.00,11/1/2017,0,$10.00,11/1/2017,2017,$10.00
0031Y00004lzsISQAY,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.02,7/15/2017,0,$0.02,7/15/2017,2017,$0.02
0031Y000054HRTiQAO,$157.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$26.75,8/15/2017,0,$26.63,1/15/2018,2017,$157.33
0031Y00005mhoqyQAA,$0.00,$0.00,$45.00,$0.00,$0.00,$0.00,$0.00,$15.00,8/9/2019,0,$15.00,8/9/2019,2019,$45.00
0031Y00004wcF7VQAU,$185.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$185.00,11/27/2017,0,$185.00,11/27/2017,2017,$185.00
0031Y00005WXWaPQAX,$0.00,$55.00,$220.00,$165.00,$55.00,$0.00,$0.00,$10.00,1/30/2019,1,$55.00,2/6/2021,2019,$220.00
0031Y00005mhs1cQAA,$0.00,$0.00,"$10,000.00","$15,000.00","$15,000.00","$22,100.00","$22,000.00","$10,000.00",8/15/2019,0,"$22,000.00",9/12/2023,2022,"$22,100.00"
0031Y00005JoZvwQAF,$0.00,$5.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,8/26/2018,0,$5.00,8/26/2018,2018,$5.00
0031Y00004weIz2QAE,$69.00,$268.00,$0.00,$0.00,$0.00,$0.00,$0.00,$69.46,12/26/2017,0,$66.06,12/25/2018,2018,$268.49
0031Y00005CVYqkQAH,$13.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$13.41,12/18/2017,0,$13.41,12/18/2017,2017,$13.41
0031Y00005CVYt7QAH,"$200,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$200,000.00",8/24/2017,0,"$200,000.00",8/24/2017,2017,"$200,000.00"
0031Y00004m01vIQAQ,$18.00,$24.00,$18.00,$40.08,$60.12,$60.12,$60.12,$6.00,7/18/2017,1,$5.01,5/6/2024,2021,$60.12
0031Y00004wcH5mQAE,$20.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$20.00,11/28/2017,0,$20.00,11/28/2017,2017,$20.00
0031Y00005dqhoGQAQ,$0.00,$120.00,$0.00,$0.00,$0.00,$0.00,$0.00,$120.00,1/31/2019,0,$120.00,1/31/2019,2018,$120.00
0031Y00005ip7MSQAY,$0.00,$0.00,$149.00,$49.50,$0.00,$0.00,$0.00,$15.00,5/17/2019,1,$16.50,4/17/2020,2019,$148.50
0031Y00004weJVsQAM,$22.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10.00,12/26/2017,0,$10.00,12/26/2017,2017,$22.00
0031Y000054HR6JQAW,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$62.51,1/23/2017,0,$62.51,1/23/2017,2016,$62.51
0031Y00004weJaIQAU,$200.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$200.00,12/27/2017,0,$200.00,12/27/2017,2017,$200.00
0031Y000054JAdNQAW,$5.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,9/18/2017,0,$5.00,9/18/2017,2017,$5.00
0031Y00005mhyJdQAI,$0.00,$0.00,$25.00,$0.00,$0.00,$0.00,$0.00,$25.00,8/13/2019,0,$25.00,8/13/2019,2019,$25.00
0031Y00005zAtXWQA0,$0.00,$0.00,$60.00,$720.00,$0.00,$0.00,$0.00,$60.00,1/12/2020,0,$60.00,1/12/2021,2020,$720.00
0031Y000054JAdbQAG,$5.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,5/19/2017,0,$5.00,5/19/2017,2017,$5.00
0031Y00004weJxjQAE,$200.00,$100.00,$300.00,$250.00,$200.00,$0.00,$100.00,$200.00,12/27/2017,0,$100.00,12/29/2023,2019,$300.00
0031Y00005mi2s3QAA,$0.00,$0.00,$180.00,$149.90,$0.00,$0.00,$0.00,$17.25,8/15/2019,1,$29.98,6/15/2020,2019,$179.88
0031Y00005QjEamQAF,$0.00,$50.00,$0.00,$0.00,$0.00,$0.00,$0.00,$50.00,10/1/2018,0,$50.00,10/1/2018,2018,$50.00
0031Y00005Qin3vQAB,$0.00,$10.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10.00,9/22/2018,0,$10.00,9/22/2018,2018,$10.00
0031Y000054HUTDQA4,$0.00,$80.00,$0.00,$0.00,$0.00,$0.00,$0.00,$80.00,2/25/2018,0,$80.00,2/25/2018,2018,$80.00
0031Y000054JAe8QAG,$2.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2.00,6/27/2017,0,$2.00,6/27/2017,2017,$2.00
0031Y000054HR78QAG,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$150.00,1/29/2017,0,$150.00,1/29/2017,2016,$150.00
0031Y00005ipHD3QAM,$0.00,$0.00,$393.00,$0.00,$0.00,$0.00,$0.00,$373.44,5/21/2019,0,$19.65,5/21/2019,2019,$393.09
003i000004LdZt4AAF,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$75.00,1/5/2017,0,$25.00,1/5/2017,2016,$100.00
0031Y00005QiqStQAJ,$0.00,$80.00,$255.00,$276.00,$526.00,$450.00,$840.00,$16.00,9/23/2018,1,$70.00,5/2/2024,2023,$840.00
0031Y00005CVYzMQAX,$765.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$765.30,10/30/2017,0,$765.30,10/30/2017,2017,$765.30
0031Y00005CVYzSQAX,$764.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$764.44,12/18/2017,0,$764.44,12/18/2017,2017,$764.44
003i000004Le6RqAAJ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$41.00,1/5/2017,0,$41.00,1/5/2017,2016,$41.00
0031Y00004wcKtwQAE,$30.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10.00,11/28/2017,0,$20.00,11/28/2017,2017,$30.00
0031Y00005miDqSQAU,$0.00,$0.00,$150.00,$375.00,"$1,200.00",$900.00,$0.00,$25.00,8/19/2019,1,$123.60,5/1/2024,2021,"$1,200.00"
0031Y00004weMNlQAM,$100.00,$200.00,$0.00,$0.00,"$4,500.00",$500.00,"$2,000.00",$100.00,12/27/2017,0,"$2,000.00",12/31/2023,2021,"$4,500.00"
0031Y00005CVYzkQAH,$58.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$58.05,5/4/2017,0,$58.05,5/4/2017,2017,$58.05
0031Y00005miGtaQAE,$0.00,$0.00,$50.00,$0.00,$0.00,$0.00,$0.00,$50.00,8/19/2019,0,$50.00,8/19/2019,2019,$50.00
0031Y00004weMlzQAE,$50.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10.00,12/27/2017,0,$10.00,12/27/2017,2017,$50.00
0031Y00005Qj16XQAR,$0.00,$5.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,9/26/2018,0,$5.00,9/26/2018,2018,$5.00
0031Y00005Qj1pUQAR,$0.00,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$500.00,9/27/2018,0,$500.00,9/27/2018,2018,"$1,000.00"
0031Y00005Qj3Q5QAJ,$0.00,$500.00,$479.00,$0.00,$383.30,$974.50,$0.00,$250.00,9/25/2018,0,$489.00,11/29/2022,2022,$974.50
0031Y00005ipTeFQAU,$0.00,$0.00,$2.00,$0.00,$0.00,$0.00,$0.00,$1.50,5/28/2019,0,$1.50,5/28/2019,2019,$1.50
0031Y00005ipTkLQAU,$0.00,$0.00,$77.00,$34.98,$0.00,$0.00,$0.00,$19.00,5/28/2019,0,$34.98,8/14/2020,2019,$77.17
0031Y00004weN4pQAE,"$7,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,500.00",12/27/2017,0,"$7,500.00",12/27/2017,2017,"$7,500.00"
0031Y00005CVZ0aQAH,"$1,481.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,480.59",6/30/2017,0,"$1,480.59",6/30/2017,2017,"$1,480.59"
0031Y00004weN83QAE,$83.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$83.08,12/27/2017,0,$83.08,12/27/2017,2017,$83.08
0031Y000054HR8wQAG,$76.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$75.97,2/14/2017,0,$75.97,2/14/2017,2017,$75.97
0031Y00005CVZ0vQAH,$124.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$124.49,10/20/2017,0,$124.49,10/20/2017,2017,$124.49
0031Y00005Qj8pbQAB,$0.00,$140.00,$0.00,$350.00,$0.00,$0.00,$0.00,$40.00,9/29/2018,0,$350.00,12/19/2020,2020,$350.00
0031Y000054JHDgQAO,$0.00,$575.00,$720.00,$720.00,$720.00,$720.00,$720.00,$35.00,4/3/2018,1,$60.00,4/8/2024,2019,$720.00
0031Y00005pYeyqQAC,$0.00,$0.00,$110.00,$0.00,$0.00,$0.00,$0.00,$110.26,7/26/2019,0,$110.26,7/26/2019,2019,$110.26
0031Y00005CVZ1ZQAX,$227.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$19.16,2/17/2017,0,$19.87,1/17/2018,2017,$227.31
0031Y000054HR9kQAG,$164.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$164.00,2/19/2017,0,$164.00,2/19/2017,2017,$164.00
0031Y000054HR9nQAG,$25.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$24.84,2/20/2017,0,$24.84,2/20/2017,2017,$24.84
0031Y000054HR9qQAG,$200.00,$0.00,$0.00,$0.00,$0.00,$240.00,$240.00,$200.00,2/20/2017,0,$20.00,2/25/2024,2022,$240.00
0031Y00005pYjvIQAS,$0.00,$0.00,$40.00,$0.00,$0.00,$0.00,$0.00,$40.00,8/24/2019,0,$40.00,8/24/2019,2019,$40.00
0031Y000054HoCvQAK,$0.00,$71.00,$0.00,$0.00,$0.00,$0.00,$0.00,$71.00,3/2/2018,0,$71.00,3/2/2018,2018,$71.00
0031Y000054JNVAQA4,$0.00,$499.00,$971.00,$0.00,$0.00,$0.00,$0.00,$498.75,3/23/2018,0,$971.00,5/24/2019,2019,$971.00
0031Y00005QjUE1QAN,$0.00,$150.00,$0.00,$0.00,$0.00,$0.00,$0.00,$150.00,10/6/2018,0,$150.00,10/6/2018,2018,$150.00
0031Y00004m0HORQA2,$140.00,$960.00,$300.00,$0.00,$0.00,$0.00,$0.00,$5.00,7/23/2017,1,$75.00,4/23/2019,2018,$960.00
0031Y00004m0HjeQAE,$525.00,$0.00,$676.00,$0.00,$0.00,$0.00,$0.00,$525.00,7/24/2017,0,$676.36,6/25/2019,2019,$676.36
0031Y00004wcN4tQAE,$100.00,$0.00,$0.00,$0.00,"$1,000.00","$1,000.00",$0.00,$100.00,11/28/2017,0,"$1,000.00",3/9/2022,2021,"$1,000.00"
0031Y000054HqBDQA0,$0.00,$14.00,$0.00,$0.00,$0.00,$0.00,$0.00,$14.00,3/8/2018,0,$14.00,3/8/2018,2018,$14.00
0031Y000054HqFAQA0,$0.00,$83.00,$0.00,$0.00,$0.00,$0.00,$0.00,$82.70,3/3/2018,0,$82.70,3/3/2018,2018,$82.70
0031Y00005ztd5LQAQ,$0.00,$0.00,$0.00,$280.00,$420.00,$0.00,$0.00,$35.00,5/2/2020,1,$35.00,1/2/2022,2021,$420.00
0031Y00005QjV5VQAV,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,10/7/2018,0,$100.00,10/7/2018,2018,$100.00
003i000004N76vgAAB,$64.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$64.00,1/12/2017,0,$64.00,2/12/2017,2016,$64.00
0031Y00005sa6jwQAA,$0.00,$0.00,$50.00,$0.00,$0.00,$0.00,$0.00,$50.00,10/31/2019,0,$50.00,10/31/2019,2019,$50.00
0031Y00004m0aK6QAI,$70.00,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,7/27/2017,1,$100.00,11/1/2018,2018,$100.00
0031Y00005pYvkcQAC,$0.00,$0.00,$45.00,$0.00,$0.00,$0.00,$0.00,$20.00,8/27/2019,0,$25.00,8/28/2019,2019,$45.00
0031Y00005pYvkdQAC,$0.00,$0.00,$60.00,$0.00,$300.00,$350.00,$0.00,$15.00,8/27/2019,1,$50.00,8/6/2022,2022,$350.00
0031Y00005QjWoZQAV,$0.00,$30.00,$0.00,$0.00,$0.00,"$2,450.00",$775.00,$30.00,10/8/2018,0,$385.00,7/11/2023,2022,"$2,450.00"
0031Y000054HRAxQAO,$50.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$49.64,2/26/2017,0,$49.64,2/26/2017,2017,$49.64
0031Y000054JTs6QAG,$0.00,$36.00,$0.00,$0.00,$0.00,$0.00,$0.00,$36.44,4/6/2018,0,$36.44,4/6/2018,2018,$36.44
0031Y00005CVZ2rQAH,$38.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$37.72,6/5/2017,0,$37.72,6/5/2017,2017,$37.72
0031Y00005sasvNQAQ,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$0.00,$1.00,10/31/2019,0,$1.00,10/31/2019,2019,$1.00
0031Y000054HrDTQA0,$0.00,"$3,640.00","$2,630.00","$2,520.00","$2,520.00","$2,520.00","$2,520.00",$400.00,3/4/2018,1,$210.00,5/4/2024,2018,"$3,640.00"
0031Y00004m0k6fQAA,$165.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$150.00,7/29/2017,0,$15.00,7/29/2017,2017,$165.00
0031Y00005pZ1WWQA0,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$100.00,8/28/2019,0,$100.00,8/28/2019,2019,$100.00
0031Y00005ztgH1QAI,$0.00,$0.00,$0.00,$220.00,$110.00,$0.00,$0.00,$22.00,5/4/2020,0,$22.00,6/16/2021,2020,$220.00
0031Y00004wdfyPQAQ,$135.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$15.00,12/13/2017,0,$15.00,12/13/2017,2017,$135.00
0031Y000054HRBTQA4,$105.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$105.00,3/2/2017,0,$105.00,3/2/2017,2017,$105.00
0031Y000054JU2GQAW,$117.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$36.89,7/7/2017,0,$40.06,9/7/2017,2017,$117.01
0031Y00005CVZ3PQAX,$187.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$187.31,12/3/2017,0,$187.31,12/3/2017,2017,$187.31
0031Y00004wcOOrQAM,$50.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$50.00,11/29/2017,0,$50.00,11/29/2017,2017,$50.00
0031Y00005QjcxrQAB,$0.00,$10.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10.00,10/10/2018,0,$10.00,10/10/2018,2018,$10.00
0031Y00005tUHjWQAW,$0.00,$0.00,$75.00,$500.00,"$1,200.00","$1,200.00","$1,200.00",$25.00,11/4/2019,1,$100.00,4/27/2024,2021,"$1,200.00"
0031Y00005tUIOVQA4,$0.00,$0.00,$150.00,$600.00,$600.00,$600.00,$600.00,$50.00,11/4/2019,1,$50.00,5/4/2024,2020,$600.00
0031Y00005QjfYpQAJ,$0.00,"$5,015.00",$0.00,$10.00,$0.00,$0.00,$0.00,$5.00,10/10/2018,0,$10.00,12/4/2020,2018,"$5,015.00"
0031Y00005tUIZgQAO,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$100.00,11/4/2019,0,$100.00,11/4/2019,2019,$100.00
0031Y00005CVaAMQA1,$0.00,$88.00,$0.00,$22.00,$0.00,$0.00,$0.00,$10.00,4/14/2018,1,$22.00,5/20/2020,2018,$88.00
0031Y000054Hy8hQAC,$0.00,"$12,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$7,500.00",3/6/2018,0,"$5,000.00",3/8/2018,2018,"$12,500.00"
0031Y00004wcOV8QAM,$75.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$50.00,11/29/2017,0,$25.00,11/29/2017,2017,$75.00
0031Y00005pZ508QAC,$0.00,$0.00,$33.00,$0.00,$0.00,$0.00,$0.00,$30.00,8/30/2019,0,$3.00,8/30/2019,2019,$33.00
0031Y000054HRCAQA4,$243.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$242.50,3/9/2017,0,$242.50,3/9/2017,2017,$242.50
0031Y00004weRSxQAM,$990.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$90.00,12/29/2017,0,$900.00,12/29/2017,2017,$990.00
0031Y00005CVbSjQAL,$0.00,$75.00,$0.00,$0.00,$0.00,$0.00,$0.00,$75.00,4/15/2018,0,$75.00,4/15/2018,2018,$75.00
003i000004N8MKJAA3,$974.00,"$1,590.00",$600.00,$600.00,$500.00,$0.00,$0.00,$22.50,1/16/2017,1,$50.00,11/1/2021,2018,"$1,589.95"
0031Y00005ztqTdQAI,$0.00,$0.00,$0.00,$450.00,$0.00,$0.00,$0.00,$200.00,5/5/2020,0,$250.00,12/31/2020,2020,$450.00
0031Y000054HRCUQA4,$6.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6.03,3/11/2017,0,$6.03,3/11/2017,2017,$6.03
0031Y00005QjnatQAB,$0.00,"$3,000.00",$0.00,"$6,000.00","$5,000.00","$2,000.00","$2,000.00","$3,000.00",10/13/2018,0,"$2,000.00",1/1/2024,2020,"$6,000.00"
003i000004N8oO1AAJ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,1/16/2017,0,$100.00,1/16/2017,2016,$100.00
0031Y00005pZ8zDQAS,$0.00,$0.00,"$1,650.00","$3,960.00","$3,960.00","$5,871.98",$100.00,$300.00,9/2/2019,1,$100.00,4/27/2024,2022,"$5,871.98"
0031Y000054I5kjQAC,$0.00,$6.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6.00,3/9/2018,0,$6.00,3/9/2018,2018,$6.00
0031Y000054JU3ZQAW,$12.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$12.30,6/14/2017,0,$12.30,6/14/2017,2017,$12.30
0031Y000054HRCnQAO,$50.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$50.00,3/13/2017,0,$50.00,3/13/2017,2017,$50.00
0031Y00005tbv09QAA,$0.00,$0.00,$30.00,$0.00,$0.00,$0.00,$0.00,$30.00,11/6/2019,0,$30.00,11/6/2019,2019,$30.00
0031Y000054I7lKQAS,$0.00,$60.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10.00,3/9/2018,0,$50.00,11/1/2018,2018,$60.00
0031Y000054I8KFQA0,$0.00,$30.00,$0.00,$0.00,$0.00,$0.00,$0.00,$30.01,3/9/2018,0,$30.01,3/9/2018,2018,$30.01
0031Y00005tduGoQAI,$0.00,$0.00,$165.00,"$1,039.00",$0.00,$0.00,$0.00,$165.00,11/7/2019,0,"$1,039.00",6/18/2020,2020,"$1,039.00"
0031Y00004weSrvQAE,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,12/29/2017,0,$100.00,12/29/2017,2017,$100.00
0031Y00005pZDO9QAO,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$0.00,$1.00,9/4/2019,0,$1.00,9/4/2019,2019,$1.00
0031Y00004m1KMlQAM,"$10,200.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,200.00",8/4/2017,0,"$10,200.00",8/4/2017,2017,"$10,200.00"
0031Y00005CViayQAD,$0.00,$550.00,"$5,000.00",$0.00,$0.00,"$4,500.00",$0.00,$250.00,4/17/2018,0,"$4,500.00",10/5/2022,2019,"$5,000.00"
003i000004OP5yKAAT,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,1/20/2017,0,$5.00,1/20/2017,2016,$5.00
0031Y00005ttECVQA2,$0.00,$0.00,$500.00,$100.00,"$10,000.00","$10,000.00","$5,000.00",$500.00,11/9/2019,0,"$5,000.00",2/10/2023,2021,"$10,000.00"
0031Y000054JU4aQAG,$6.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6.15,6/16/2017,0,$6.15,6/16/2017,2017,$6.15
0031Y00004weTUHQA2,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00",12/28/2017,0,"$1,000.00",12/28/2017,2017,"$1,000.00"
